age,seniority,men,urban,private,marital,y
43,20,0,1,1,C,1
51,15,1,0,1,C,0
72,13,1,1,1,C,0
60,23,1,0,1,C,1
49,21,0,0,1,S,1
56,19,1,1,1,C,1
40,14,1,0,1,S,0
63,20,1,0,1,C,0
45,19,1,0,1,C,1
42,18,1,0,1,C,0
58,20,1,0,1,S,1
63,18,1,0,1,C,0
36,12,1,0,1,C,0
48,25,0,1,1,C,0
44,9,0,1,1,C,1
53,13,1,0,1,C,0
37,10,1,1,1,S,1
53,16,0,0,1,C,1
47,22,1,1,1,S,0
58,18,1,0,1,C,1
41,14,0,1,1,S,1
49,8,1,1,1,C,0
44,15,1,0,1,C,0
77,17,1,0,1,C,0
37,13,0,1,1,C,0
37,10,0,0,1,S,1
37,12,0,0,1,C,0
52,20,1,1,1,C,0
56,10,1,0,1,C,1
47,18,1,0,1,C,0
42,13,1,1,1,C,1
43,11,1,0,1,C,0
33,16,1,0,1,S,1
63,20,1,1,1,C,1
43,19,1,1,1,C,1
32,8,0,0,1,S,1
42,9,1,0,1,C,0
48,12,0,0,1,S,1
49,27,0,0,1,S,1
41,26,1,0,1,C,1
44,13,1,1,1,C,1
61,9,0,0,1,C,0
31,8,1,0,1,C,0
61,14,1,1,1,C,0
60,32,1,0,1,C,1
51,8,1,0,1,C,0
38,14,0,0,1,S,0
58,12,1,1,1,C,1
58,23,1,1,1,C,0
37,8,1,0,1,C,0
43,18,1,0,1,C,0
45,15,1,1,1,C,0
73,8,1,0,1,C,0
53,8,1,1,1,C,0
63,22,1,0,1,C,0
44,19,1,0,1,C,1
52,29,1,0,1,C,1
39,14,1,0,1,C,1
31,15,1,0,1,C,0
62,13,1,1,1,C,0
34,16,1,1,1,S,0
73,15,1,0,1,C,0
55,13,1,1,1,C,1
57,12,1,0,1,C,0
38,14,1,0,1,C,1
38,16,1,0,1,S,0
44,14,1,0,1,C,0
44,12,1,1,1,S,1
42,14,1,0,1,C,0
52,14,1,0,1,C,0
62,13,0,1,1,S,0
39,18,1,0,1,S,1
62,14,1,0,1,C,0
55,31,1,0,1,C,1
44,14,1,0,1,C,0
76,15,1,0,1,C,0
37,16,1,1,1,C,0
44,10,1,0,1,O,0
43,14,1,1,1,C,0
34,9,1,1,1,O,1
44,19,0,0,1,C,1
42,16,1,0,1,C,1
72,15,0,1,1,C,1
49,14,1,0,1,C,0
56,9,1,0,1,C,0
44,16,1,0,1,S,0
44,18,1,1,1,C,1
49,19,1,0,1,S,0
54,26,1,0,1,C,1
78,20,1,0,1,C,0
35,13,1,1,1,S,0
48,8,0,0,1,C,0
39,14,1,0,1,C,1
45,19,1,0,1,C,0
46,19,0,0,1,S,0
47,13,1,1,1,C,0
34,11,0,1,1,C,1
38,14,1,0,1,S,1
61,19,1,0,1,C,0
36,10,1,1,1,C,1
49,11,1,0,1,C,0
34,12,1,0,1,S,1
36,15,1,0,1,C,1
43,11,0,0,1,C,1
57,20,0,1,1,C,0
53,21,0,0,1,C,0
30,9,1,1,1,S,0
29,9,1,1,1,C,1
53,15,1,0,1,C,0
37,13,0,0,1,S,0
62,21,1,0,1,C,0
41,15,1,1,1,C,0
56,17,1,0,1,C,0
68,8,1,1,1,C,0
60,15,0,0,1,O,1
51,8,0,0,1,C,0
39,16,1,0,1,C,0
46,18,1,0,1,S,0
62,15,1,0,1,C,0
35,10,1,0,1,C,1
75,12,1,1,1,C,0
45,16,0,1,1,S,1
41,13,1,0,1,C,0
29,11,0,0,1,C,0
66,18,1,0,1,C,0
40,16,1,0,1,C,0
35,8,1,0,1,C,0
32,20,1,0,1,S,0
46,19,0,0,1,C,1
37,13,1,0,1,S,0
41,40,1,0,1,C,0
30,11,1,0,1,C,0
68,14,0,1,1,C,1
48,12,1,1,1,C,0
52,13,0,1,1,S,1
41,15,1,0,1,S,0
57,9,1,0,1,C,0
62,23,1,0,1,C,1
45,17,1,0,1,C,1
52,15,0,0,1,C,1
59,21,1,1,1,C,0
40,8,1,0,1,O,0
49,19,1,0,1,C,0
56,23,0,0,1,C,1
32,12,1,0,1,C,0
30,9,1,1,1,S,1
57,10,1,1,1,C,1
38,18,1,0,1,S,0
54,20,1,0,1,S,0
50,14,1,0,1,C,0
56,19,1,1,1,S,0
54,18,1,1,1,C,1
50,23,1,0,1,S,1
47,17,0,0,1,C,0
38,14,1,0,1,C,1
48,8,0,0,1,C,0
35,18,1,0,1,C,1
65,15,0,0,1,S,1
35,14,1,0,1,S,0
71,27,1,0,1,C,1
41,16,1,1,1,C,1
35,9,1,0,1,O,1
32,9,0,0,1,C,1
60,27,0,1,1,C,0
48,20,1,1,1,C,1
49,9,1,0,1,C,0
44,18,1,0,1,C,0
44,16,1,0,1,C,1
47,8,0,0,1,C,0
50,20,1,0,1,C,1
50,15,1,0,1,C,0
51,18,1,0,1,C,0
59,14,1,0,1,C,0
75,17,1,1,1,C,0
29,10,0,0,1,S,0
51,14,1,1,1,C,1
49,13,1,0,1,C,0
37,15,1,0,1,S,1
36,11,1,0,1,C,0
61,13,1,1,1,C,1
63,19,0,1,1,S,1
36,13,1,0,1,S,0
48,17,1,0,1,C,0
73,28,1,0,1,C,0
82,16,1,0,1,C,0
49,14,0,0,1,O,1
49,18,1,0,1,C,1
80,9,1,1,1,C,0
33,8,0,1,1,C,0
40,16,1,1,1,C,1
39,14,1,0,1,C,1
63,14,1,1,1,C,1
41,14,1,1,1,C,0
75,15,1,1,1,C,0
40,9,1,1,1,S,0
69,12,1,0,1,C,0
67,24,1,0,1,C,1
39,15,1,1,1,C,0
50,8,0,0,1,C,0
53,9,0,0,1,C,0
43,14,1,0,1,C,0
51,16,1,0,1,C,0
62,16,1,0,1,C,0
65,27,1,0,1,C,1
73,8,1,0,1,C,0
65,2,1,0,1,C,0
34,12,0,0,1,C,1
66,8,1,0,1,C,0
46,18,1,1,1,S,1
61,13,0,0,1,O,0
79,21,1,0,1,C,0
50,9,1,0,1,C,1
36,12,1,1,1,S,1
33,25,1,0,1,C,1
51,8,1,0,1,C,0
56,15,1,0,1,C,0
72,20,1,0,1,C,0
68,15,1,0,1,C,0
38,13,1,0,1,C,0
40,13,1,0,1,C,0
60,9,1,1,1,C,0
32,8,1,0,1,C,0
37,11,1,1,1,C,0
44,18,0,1,1,C,0
42,9,0,1,1,S,0
66,21,1,1,1,C,1
48,16,1,1,1,C,1
41,9,1,0,1,C,0
40,16,1,0,1,C,1
50,21,1,1,1,C,0
43,12,1,0,1,C,0
36,10,1,0,1,C,0
67,15,1,1,1,C,1
74,15,1,0,1,C,0
43,12,0,0,1,C,0
62,12,1,0,1,C,0
52,22,1,1,1,C,0
67,15,1,0,1,S,0
63,20,1,0,1,C,0
42,12,1,0,1,S,1
41,9,1,0,1,C,0
45,13,1,1,1,C,1
76,19,1,1,1,C,0
44,11,0,1,1,C,1
52,8,0,0,1,C,0
48,19,1,0,1,C,1
34,8,1,1,1,C,0
51,16,1,0,1,C,0
50,18,1,0,1,C,1
51,9,1,0,1,C,0
63,13,1,1,1,C,0
51,15,1,0,1,C,0
62,16,1,0,1,C,0
38,9,0,0,1,C,1
67,9,1,0,1,C,0
38,15,1,0,1,C,1
49,16,1,1,1,C,1
34,11,1,1,1,C,0
35,8,0,0,1,S,1
56,15,1,0,1,C,0
67,16,0,1,1,S,0
67,19,0,1,1,C,1
46,14,1,1,1,C,0
80,19,1,1,1,C,1
69,9,0,1,1,C,1
35,11,1,0,1,S,1
51,22,1,1,1,C,1
36,15,0,0,1,C,0
38,13,1,0,1,C,0
70,11,1,0,1,C,0
36,11,1,1,1,C,0
57,16,1,1,1,C,1
38,17,1,0,1,C,1
69,19,1,0,1,C,0
39,14,1,0,1,C,0
75,13,1,0,1,C,0
64,8,1,0,1,C,0
52,15,1,0,1,C,0
62,20,1,0,1,C,0
52,9,1,0,1,C,0
34,8,1,0,1,S,0
61,15,1,0,1,C,0
44,12,0,0,1,C,1
33,12,0,0,1,S,1
58,8,1,0,1,C,1
49,16,1,0,1,C,0
58,20,1,0,1,C,0
36,14,0,0,1,C,0
36,9,0,1,1,S,1
58,10,1,0,1,C,0
61,20,1,0,1,C,0
53,15,1,1,1,C,1
49,22,1,1,1,C,1
52,9,1,1,1,C,1
34,20,0,1,1,C,1
54,11,1,0,1,C,0
35,11,0,0,1,C,1
55,11,0,0,1,C,0
67,18,1,0,1,C,0
59,26,1,0,1,C,1
39,12,1,0,1,C,0
54,17,1,0,1,C,0
57,23,1,1,1,C,1
75,11,1,0,1,C,0
40,13,0,0,1,S,0
28,11,1,0,0,C,0
42,17,0,1,1,S,1
46,15,1,1,1,C,0
51,15,1,0,1,C,0
31,20,1,0,1,S,1
37,13,1,1,1,C,1
39,15,1,0,1,C,1
42,13,0,1,1,S,1
51,18,1,0,1,C,0
35,12,0,0,1,S,1
41,13,1,0,1,S,0
61,10,0,1,1,C,0
51,16,1,0,1,C,0
49,8,1,0,1,C,0
61,9,0,1,1,C,1
52,19,0,0,1,O,1
55,15,1,1,1,C,1
75,15,1,1,1,C,0
63,9,1,1,1,C,0
43,16,1,1,1,C,1
50,12,0,1,1,C,1
43,18,1,0,1,C,1
64,15,1,0,1,C,0
36,11,1,0,1,C,0
42,15,1,0,1,C,1
46,8,0,0,1,C,0
43,24,1,0,1,S,0
60,11,1,0,1,C,0
39,15,1,1,1,C,1
73,15,1,0,1,C,0
39,8,0,0,1,C,0
52,15,1,1,1,C,1
56,22,1,1,1,C,1
52,17,0,1,1,S,1
33,13,0,0,1,S,0
30,9,1,0,1,C,1
58,14,0,0,1,C,1
54,11,1,0,1,S,0
69,17,1,0,1,C,0
38,14,1,0,1,S,1
55,8,1,0,1,C,1
42,13,0,0,1,C,1
55,26,0,0,1,C,0
43,12,0,0,1,S,1
70,9,1,1,1,C,0
45,9,0,1,1,C,0
31,8,1,1,1,C,1
40,16,1,1,1,C,0
44,20,1,0,1,C,1
51,8,0,0,1,C,0
92,16,1,1,1,C,0
42,9,0,0,1,C,0
52,12,1,0,1,C,0
44,11,1,0,1,C,0
53,9,1,1,1,C,1
83,14,1,0,1,C,0
43,15,1,1,1,C,1
62,10,0,1,1,C,1
82,19,1,0,1,C,0
33,14,1,1,1,C,1
39,9,1,0,1,S,0
58,11,1,1,1,S,0
63,14,1,0,1,C,0
40,23,1,1,1,S,0
29,10,1,0,1,C,0
66,23,1,0,1,C,0
49,9,1,1,1,C,1
44,15,0,0,1,C,0
33,10,1,1,1,C,1
38,10,1,1,1,C,0
55,10,0,0,1,C,0
38,12,0,1,1,S,0
40,16,1,0,1,C,0
40,16,0,0,1,S,1
51,19,1,0,1,C,1
38,23,1,0,1,C,1
58,26,1,0,1,C,1
62,12,1,0,1,C,0
56,9,1,1,1,C,0
61,28,1,1,1,C,1
48,19,1,1,1,C,1
72,19,1,0,1,C,0
38,13,1,1,1,S,0
60,13,1,0,1,C,0
43,14,1,0,1,C,0
45,12,0,1,1,C,1
42,13,1,1,1,C,1
76,15,1,0,1,C,0
53,8,1,0,1,C,0
57,20,1,1,1,C,1
37,11,1,0,1,S,0
67,13,1,0,1,C,0
49,19,1,1,1,C,0
65,20,1,1,1,C,1
46,9,1,0,1,C,0
43,15,1,0,1,C,1
36,13,0,0,1,C,0
66,16,1,0,1,C,0
75,30,1,0,1,C,0
79,15,1,0,1,C,0
42,20,1,0,1,C,1
39,11,1,1,1,C,1
42,17,1,1,0,C,0
41,15,1,0,1,S,0
30,11,1,0,1,C,1
58,9,0,0,1,C,0
38,16,0,0,1,C,1
53,28,1,0,1,C,0
56,13,1,1,1,C,1
48,14,1,0,1,C,0
43,15,1,0,1,C,1
53,14,1,0,1,C,0
43,14,1,0,1,C,0
38,8,1,0,1,C,0
58,18,1,0,1,C,0
38,10,1,0,1,C,0
47,21,1,0,1,C,0
38,14,0,1,1,C,1
63,20,0,0,1,C,0
34,13,1,0,1,C,1
80,10,0,1,1,C,0
46,9,1,1,1,C,0
38,15,1,0,1,S,0
66,23,1,1,1,C,0
65,8,1,1,1,C,0
61,20,1,0,1,C,0
30,9,0,0,1,S,1
61,14,1,1,1,C,1
56,25,0,1,1,S,0
47,17,1,1,1,S,1
42,9,0,0,1,C,0
71,13,1,0,1,C,0
70,19,0,0,1,O,1
50,23,0,1,1,C,1
37,11,1,0,1,S,0
56,16,1,0,1,C,0
53,9,1,0,1,C,0
31,16,0,1,1,C,1
49,18,1,1,1,C,0
38,13,1,0,1,C,0
37,8,1,0,1,C,0
47,16,1,0,1,C,0
65,9,1,0,1,C,0
55,16,1,0,1,C,0
47,23,1,0,1,S,1
35,8,1,0,1,S,0
49,9,1,1,1,C,0
41,8,1,0,1,S,0
57,8,1,0,1,C,0
59,12,0,0,1,C,0
44,10,1,1,1,C,1
51,12,0,0,1,C,1
54,18,1,1,1,C,1
67,17,1,1,1,C,1
58,13,0,0,1,C,1
44,8,1,0,1,C,0
77,14,1,0,1,C,0
73,24,1,0,1,S,0
51,26,1,1,1,C,0
50,8,1,1,1,C,1
41,15,1,0,1,C,0
38,14,1,1,1,C,1
44,15,0,1,1,C,0
50,20,1,0,1,C,1
69,17,1,0,1,C,0
45,13,1,0,1,C,0
36,12,1,0,1,C,0
42,15,0,0,1,C,0
37,8,1,0,1,C,0
35,10,1,0,1,C,0
41,17,1,0,1,C,0
43,17,1,0,1,C,0
41,24,1,0,1,C,0
48,18,1,1,1,C,1
46,13,0,0,1,C,0
29,8,1,0,1,C,0
48,17,1,0,1,C,1
37,13,1,0,1,C,1
71,19,1,0,1,C,0
40,9,0,0,1,C,1
43,17,0,0,1,C,1
49,15,0,0,1,S,0
44,14,0,0,1,C,0
49,13,1,0,1,C,0
39,14,1,0,1,C,0
41,12,0,1,1,C,1
57,9,1,0,1,C,0
37,15,1,0,1,C,0
53,10,1,0,1,C,0
55,20,1,0,1,C,0
37,12,1,1,1,C,0
62,19,1,1,1,C,0
58,20,1,0,1,C,0
49,15,0,1,1,S,1
55,10,1,0,1,C,0
69,13,1,0,1,C,0
39,20,1,0,1,C,0
70,11,1,0,1,C,0
51,15,1,0,1,C,0
47,14,1,1,1,C,1
74,10,1,0,1,C,0
38,13,1,0,1,C,0
60,20,1,0,1,S,1
39,13,0,1,1,C,1
60,10,1,0,1,C,0
34,9,0,1,1,S,0
76,17,0,0,1,C,0
59,20,1,0,1,S,1
52,20,1,0,1,C,0
50,10,1,0,1,C,0
44,22,1,0,1,C,1
42,10,1,1,1,C,0
59,21,1,0,0,C,0
62,10,1,0,1,C,0
31,12,1,1,1,C,0
58,29,1,0,1,C,1
61,9,1,0,1,C,0
55,13,1,0,1,C,0
36,12,1,0,1,C,0
43,9,0,0,1,C,1
74,13,1,0,1,C,0
65,21,0,0,1,O,1
41,12,0,0,1,C,0
40,16,0,0,1,C,0
37,10,1,1,1,S,1
36,11,1,0,1,S,0
65,18,1,1,1,C,0
57,18,1,0,1,C,0
36,12,1,0,1,S,1
70,14,1,1,1,C,0
45,11,1,1,1,C,1
74,15,1,0,1,C,0
69,14,1,0,1,C,0
35,15,0,0,1,C,1
57,20,0,0,1,C,0
43,15,1,0,1,C,1
32,14,1,0,1,S,1
63,8,0,0,1,S,0
43,15,1,1,1,C,1
40,9,1,1,1,C,0
71,21,1,0,1,C,0
34,16,1,0,1,S,0
41,16,1,1,1,S,1
33,20,0,0,1,O,0
32,8,1,0,1,S,0
39,15,1,1,1,S,1
41,14,1,0,1,S,0
47,19,1,0,1,C,1
41,19,1,0,1,C,1
45,20,1,0,1,S,1
37,14,1,1,1,C,0
52,12,1,0,1,C,0
68,14,0,0,1,C,0
39,12,1,0,1,S,1
55,23,1,0,1,C,1
45,9,1,0,1,C,1
84,14,1,0,1,C,0
46,13,1,0,1,S,1
56,23,1,0,1,C,1
47,11,1,0,1,C,0
69,15,1,0,1,C,0
52,10,1,0,1,C,0
51,15,1,0,1,C,0
35,11,1,1,1,C,0
36,14,1,0,1,S,0
35,14,0,1,1,S,1
57,21,1,1,1,C,1
50,13,1,0,1,C,0
61,15,1,1,1,C,1
64,22,1,1,1,C,0
48,20,1,0,1,C,1
62,14,1,1,1,C,0
52,23,0,0,1,C,1
48,18,1,0,1,C,1
45,20,0,1,1,S,0
56,8,1,1,1,C,0
30,16,1,0,1,S,1
56,27,1,0,1,C,1
35,11,1,0,1,S,1
44,17,1,0,1,C,0
60,10,1,0,1,C,0
54,17,0,1,1,C,1
51,9,0,1,1,S,1
63,20,1,0,1,S,0
38,9,1,0,1,S,0
60,10,1,0,1,C,0
61,9,1,0,1,C,0
48,16,1,0,1,C,0
46,17,1,0,1,C,1
38,8,0,0,1,C,1
68,8,1,0,1,C,0
44,14,0,0,1,C,1
36,13,1,0,1,C,1
72,8,1,0,1,C,0
54,9,1,0,1,C,0
55,15,1,0,1,C,0
46,21,1,0,1,C,0
54,9,1,0,1,C,0
37,14,1,0,1,C,0
39,11,0,1,1,O,1
41,20,1,0,1,C,1
65,9,1,0,1,C,0
58,14,1,0,1,C,0
48,20,1,1,1,C,1
48,16,1,0,1,C,0
47,11,1,0,1,C,0
36,13,1,0,1,C,0
36,15,1,0,1,C,0
75,18,1,1,1,C,1
56,9,1,0,1,C,0
53,10,0,0,1,C,0
49,10,0,0,1,S,1
38,13,1,0,1,C,0
46,8,1,0,1,C,0
35,8,1,0,1,C,0
35,14,1,1,1,S,1
58,11,1,0,1,C,0
47,12,1,0,1,C,0
44,13,1,0,1,C,0
39,15,0,1,1,C,1
40,19,0,0,1,C,0
58,12,1,0,1,C,0
39,15,1,0,1,C,0
40,17,1,0,1,C,1
61,18,0,1,1,C,1
61,14,1,1,1,C,1
62,24,1,1,1,S,1
50,24,1,1,1,C,1
44,13,1,0,1,S,1
38,19,1,1,1,S,0
38,14,1,0,1,C,0
44,8,1,1,1,C,1
42,15,0,0,1,C,0
45,16,0,1,1,O,0
47,13,1,1,1,C,1
24,10,1,0,1,S,0
63,20,1,0,1,C,0
55,15,1,0,1,C,0
25,20,1,0,1,S,0
42,21,1,1,1,O,0
46,9,1,0,1,C,0
39,12,1,0,1,C,0
68,15,1,1,1,C,1
48,17,1,1,1,S,1
40,20,0,0,1,C,1
39,8,1,0,1,C,0
50,22,1,0,1,S,1
48,9,1,1,1,C,0
38,11,1,1,1,C,1
33,12,1,0,1,C,1
46,22,1,0,1,S,0
43,8,1,0,0,C,1
46,8,1,0,1,C,0
36,8,1,0,1,C,0
78,13,1,0,1,C,0
70,18,1,1,1,C,0
40,13,1,0,1,C,0
32,8,1,0,1,C,0
39,9,1,0,1,C,0
69,20,1,1,1,C,0
64,26,1,1,1,C,0
38,20,1,0,1,C,1
83,28,1,0,1,C,0
38,14,0,0,1,S,1
44,8,0,0,1,C,1
71,15,1,0,1,C,0
84,15,1,1,1,O,0
40,16,1,1,1,C,0
78,25,1,0,1,C,0
37,10,1,0,1,C,0
58,16,1,0,1,C,0
53,23,1,0,1,C,1
41,14,1,0,1,C,1
44,8,1,0,1,C,0
34,8,1,0,1,S,0
43,19,0,0,1,C,1
38,16,0,0,1,O,0
67,11,1,1,1,C,0
66,14,1,0,1,C,0
49,9,1,1,1,C,0
56,9,1,0,1,C,0
33,9,1,0,1,S,1
69,31,1,0,1,C,1
58,27,1,0,1,C,1
54,17,1,1,1,C,0
47,9,1,0,1,C,0
51,18,1,1,1,C,0
49,18,1,1,1,C,1
53,11,1,0,1,C,0
54,16,1,1,0,C,0
74,14,1,0,1,C,0
36,17,1,0,1,C,1
49,14,1,1,1,S,1
41,14,1,1,1,C,1
63,17,1,1,1,C,0
77,8,1,0,1,C,0
59,9,1,0,1,C,0
58,9,1,0,1,C,0
59,8,1,0,1,C,0
53,8,1,1,1,C,0
40,10,1,0,1,C,1
53,13,1,0,1,C,0
71,13,1,0,1,C,0
43,12,0,0,1,C,0
41,12,1,0,1,C,0
42,14,1,1,1,S,1
67,19,0,0,1,C,1
49,23,1,1,1,C,0
42,15,0,1,1,C,1
59,10,1,1,1,C,0
55,8,0,1,1,C,1
53,13,1,0,1,C,0
40,12,0,0,1,C,1
61,15,1,0,1,C,0
41,20,1,0,1,C,0
55,28,0,1,1,O,1
72,10,1,0,0,C,0
45,17,1,1,1,C,0
38,11,1,1,1,C,0
39,17,1,0,1,C,1
69,18,1,0,1,O,0
56,10,0,1,1,C,1
45,24,1,0,1,S,0
42,10,0,0,1,S,0
45,8,1,1,1,C,1
44,20,1,0,1,S,1
45,13,0,0,1,C,1
66,15,1,0,1,C,0
41,14,1,1,1,S,0
66,13,1,0,1,C,0
65,14,1,0,1,C,0
72,14,1,0,1,C,0
49,8,1,0,1,C,0
83,13,1,0,1,C,0
68,19,1,0,1,C,0
62,8,1,0,1,C,0
52,18,1,0,1,C,0
64,26,1,0,1,C,1
41,15,1,0,1,C,1
40,15,1,0,1,C,1
39,14,1,1,1,C,0
41,13,1,0,1,C,0
48,21,1,1,1,C,1
47,8,0,0,1,C,0
35,14,1,0,1,S,0
48,9,0,0,1,C,0
57,30,1,0,1,C,1
40,14,1,1,1,C,0
33,15,0,0,1,C,1
53,17,1,0,1,C,1
42,16,1,0,1,C,1
52,21,1,0,1,C,0
40,14,1,0,1,C,0
64,16,1,1,1,C,0
42,20,1,1,1,S,0
52,29,0,0,1,S,0
56,29,1,0,1,C,1
45,16,1,1,1,C,1
47,17,0,0,1,C,1
65,15,1,0,1,C,0
44,22,1,1,1,S,0
74,15,1,0,1,C,0
42,16,1,0,1,C,1
53,9,1,0,1,C,0
30,8,1,0,1,C,0
54,15,1,0,1,C,0
51,20,0,1,1,S,0
40,10,0,0,1,S,0
45,23,1,0,1,C,0
72,11,1,0,1,C,0
65,19,0,0,1,C,1
43,8,1,0,1,C,0
40,15,0,0,1,S,0
44,17,1,0,1,C,1
42,17,1,1,1,C,1
42,21,1,0,1,C,1
71,21,1,0,1,C,0
61,16,1,0,1,C,0
56,20,0,0,1,C,1
54,24,1,0,1,C,1
