age,seniority,men,urban,private,marital,y
38,12,0,1,1,C,1
37,11,1,0,1,S,1
66,15,1,0,1,C,0
58,22,0,1,1,O,0
61,11,1,0,1,C,0
65,8,1,0,1,C,0
77,18,1,0,1,O,0
60,14,1,1,1,C,1
41,2,1,0,1,O,0
74,23,1,1,1,C,1
48,13,1,0,1,C,0
42,16,1,0,1,S,0
29,14,1,0,1,C,1
82,12,0,1,1,C,0
56,10,1,1,1,C,0
41,17,1,0,1,C,0
42,9,1,1,1,C,1
53,13,1,1,1,C,0
60,19,0,1,1,C,1
49,13,0,0,1,C,1
61,8,1,1,1,C,0
35,9,0,0,1,C,1
65,15,1,0,1,C,0
30,11,1,0,1,C,0
39,11,1,0,1,C,0
50,26,1,1,1,C,1
59,20,0,1,1,C,1
38,10,0,1,1,C,1
68,18,1,0,1,C,0
47,9,1,1,1,C,1
48,15,1,0,1,C,0
38,8,0,1,1,C,0
42,9,0,1,1,S,0
61,23,1,0,1,C,1
37,11,0,0,1,S,1
52,14,1,1,1,C,0
35,8,1,0,1,C,0
59,19,1,1,1,C,0
34,14,1,0,1,S,1
60,27,1,0,1,C,1
34,15,1,1,1,C,0
50,14,1,0,1,C,0
53,14,1,1,1,C,0
62,28,1,0,1,C,1
48,8,0,0,1,S,1
45,19,1,1,1,C,1
49,17,0,1,1,S,1
70,21,1,1,1,C,0
33,8,1,0,1,C,0
36,21,1,0,1,C,1
79,16,1,0,1,C,0
50,15,0,1,1,C,0
62,9,1,0,1,C,0
54,9,0,1,1,C,0
44,9,0,0,1,C,1
36,11,1,1,1,S,0
33,10,1,1,1,O,0
40,18,1,0,1,C,1
50,17,1,1,1,S,0
53,13,1,1,1,C,1
42,15,0,0,1,C,1
54,14,1,1,1,C,1
70,11,1,0,1,C,0
41,16,1,0,1,C,0
41,8,1,0,1,C,0
55,13,1,1,1,C,0
46,15,1,0,1,C,0
72,17,1,0,1,C,0
58,14,0,0,1,S,1
51,13,1,1,1,C,0
43,18,0,1,1,S,1
32,9,0,0,1,C,1
34,12,1,1,1,C,0
36,9,1,0,1,C,0
35,11,1,0,1,S,0
54,9,1,1,1,C,0
55,12,1,0,1,S,0
49,12,0,0,1,C,1
38,17,1,0,1,S,0
40,21,1,1,1,C,0
38,8,1,0,1,C,0
55,24,1,1,1,C,1
51,20,1,1,1,C,0
47,13,1,0,1,C,0
39,16,1,1,1,C,0
61,21,0,0,1,C,0
33,11,1,0,1,S,1
52,8,1,0,1,C,0
22,8,1,0,1,S,1
28,8,0,0,1,S,0
36,15,1,0,1,C,1
71,15,1,0,1,C,0
32,9,0,1,1,S,1
46,10,1,1,1,C,0
60,17,1,0,1,C,0
55,21,1,0,1,C,0
35,12,1,0,1,C,0
35,11,0,0,1,C,1
52,10,1,0,1,C,0
43,13,1,1,1,C,1
52,9,1,0,1,C,0
43,15,1,1,1,S,1
43,8,1,0,1,C,0
50,14,1,0,1,C,0
40,8,0,1,1,C,0
44,20,1,0,1,C,0
35,11,0,0,1,S,1
45,9,1,1,1,C,1
68,14,1,0,1,C,0
35,13,1,1,1,C,1
61,14,0,1,1,C,0
44,15,1,1,1,C,0
45,20,0,1,1,S,0
56,9,1,0,1,C,0
44,22,1,1,1,C,1
72,11,1,0,1,C,0
67,19,1,1,1,C,0
63,9,1,1,1,C,0
62,8,1,0,1,C,0
39,15,0,1,1,C,0
52,16,1,0,1,C,0
75,9,1,1,1,C,0
57,18,1,0,1,C,0
36,8,0,0,1,C,0
36,10,0,0,1,S,1
34,9,0,0,1,S,1
30,10,1,0,1,S,1
61,24,1,0,1,C,1
43,11,1,1,1,C,0
60,12,1,1,1,C,1
34,9,1,1,1,C,1
68,17,1,0,1,C,0
71,19,1,1,1,C,0
73,22,1,0,1,C,0
51,13,1,0,1,C,0
67,14,1,1,1,C,0
41,9,1,0,1,C,0
41,9,1,1,1,C,0
29,9,1,1,1,S,1
51,15,1,0,1,C,0
46,14,1,1,1,S,1
73,24,1,1,1,C,1
36,13,1,1,1,C,1
28,9,1,0,1,O,1
38,8,1,0,1,C,0
66,15,1,0,1,C,0
49,17,0,1,1,C,1
41,8,0,1,1,C,0
55,14,1,0,1,C,0
42,11,0,0,1,C,1
35,9,0,1,1,S,0
45,9,0,1,1,S,1
36,16,1,1,1,S,1
62,8,1,0,1,C,0
36,8,0,0,1,S,0
58,17,1,0,1,C,0
39,16,1,0,1,S,1
36,16,1,0,1,S,1
50,9,0,0,1,C,0
45,11,1,0,1,C,0
42,14,1,0,1,C,0
31,12,1,0,1,S,1
39,17,1,0,1,S,1
73,19,1,1,1,C,1
41,18,1,1,1,S,1
32,12,1,0,1,S,1
28,17,1,0,1,S,1
54,13,1,0,1,C,0
41,9,1,1,1,S,0
43,21,0,0,1,S,1
63,8,1,1,1,C,0
40,8,0,0,1,C,1
47,8,0,0,1,C,0
39,10,1,0,1,C,0
47,15,1,1,1,C,0
39,13,1,1,1,S,1
58,22,0,1,1,S,1
39,11,1,1,1,C,0
41,17,1,0,1,S,1
31,9,1,0,1,O,1
51,11,1,1,1,C,0
71,8,1,0,1,C,0
44,9,1,1,1,C,0
47,20,1,0,1,O,1
48,14,1,0,1,C,0
59,24,0,1,1,C,1
55,27,1,0,1,C,0
60,13,1,1,1,C,0
32,9,1,0,1,S,0
34,14,1,1,1,C,1
36,9,0,0,1,C,1
44,15,1,0,1,C,0
58,8,1,0,1,C,0
44,10,0,0,1,C,0
32,14,1,0,1,S,0
27,16,1,1,1,S,1
41,21,1,1,1,C,1
48,11,1,1,1,C,1
69,11,1,0,1,C,0
48,20,1,0,1,C,0
41,12,1,0,1,C,0
29,10,1,1,1,S,0
76,26,1,0,1,C,0
32,10,1,0,1,C,0
36,9,1,0,1,C,0
36,14,0,0,1,S,1
47,10,1,1,1,C,0
75,21,1,1,1,C,1
50,8,1,1,1,C,1
34,15,1,1,1,C,1
50,16,1,0,1,C,0
46,17,1,0,1,C,1
76,22,1,1,1,C,1
32,9,1,1,1,C,1
68,20,1,0,1,O,0
72,21,1,0,1,O,0
35,8,1,0,1,C,1
42,20,1,0,1,C,0
59,15,1,0,1,S,0
53,27,1,1,1,S,1
38,9,1,0,1,C,1
46,9,1,1,1,C,0
47,20,1,0,1,S,0
64,26,1,1,1,C,1
51,21,1,0,1,C,1
42,15,0,1,1,C,0
33,10,0,0,1,S,1
53,18,1,1,1,C,1
52,8,0,0,1,C,0
49,12,1,0,1,C,0
57,25,1,1,1,C,0
50,19,1,1,1,C,1
38,8,0,1,1,S,0
45,13,1,1,1,C,0
62,14,1,0,1,C,0
74,21,1,1,1,C,1
44,20,1,0,1,C,1
62,20,1,0,1,C,0
40,8,1,0,1,C,0
52,8,0,1,1,C,0
90,18,1,0,1,C,0
37,12,1,0,1,C,0
31,28,1,1,1,S,0
49,16,1,1,1,O,1
63,23,1,1,1,C,1
38,12,1,1,1,C,0
49,23,1,1,1,C,1
65,8,1,0,1,C,0
58,21,1,0,1,C,1
32,14,1,1,1,C,1
65,21,1,0,1,C,0
34,14,0,0,1,S,1
64,15,1,0,1,C,0
40,14,1,0,1,C,1
35,8,1,0,1,C,0
30,8,1,0,1,S,1
32,14,1,1,1,S,1
44,22,1,0,1,C,0
63,15,1,0,1,C,0
31,12,1,0,1,S,0
58,14,1,1,1,C,0
41,8,1,0,1,S,0
46,18,1,1,1,S,1
48,14,1,1,1,C,0
47,8,1,0,1,S,0
39,15,1,1,1,S,1
50,21,1,1,1,C,1
74,11,1,1,1,C,0
31,8,0,1,1,S,0
43,20,1,1,1,S,1
41,16,1,0,1,C,1
46,20,1,0,1,O,1
56,14,1,1,1,C,1
50,20,1,0,1,S,0
33,11,1,0,1,S,1
62,27,1,0,1,S,0
72,16,1,0,1,C,0
42,10,0,1,1,C,1
45,8,1,0,1,S,0
42,15,1,1,1,S,1
57,18,1,0,1,O,0
53,14,0,1,1,C,1
31,13,1,0,1,C,1
34,13,0,0,1,C,0
67,11,1,0,1,C,0
74,20,1,0,1,C,0
51,32,1,0,1,O,0
29,8,0,0,1,C,1
48,9,0,0,1,C,0
44,8,1,0,1,C,0
44,11,1,0,1,C,0
50,20,1,1,1,C,1
38,15,0,0,1,C,1
36,14,0,1,1,C,0
36,10,1,0,1,C,0
56,10,1,1,1,C,0
44,17,1,0,1,C,1
39,15,0,0,1,S,1
33,9,0,0,1,S,0
48,10,1,0,1,C,1
29,12,1,0,1,S,0
55,23,1,0,1,C,0
37,11,1,0,1,S,1
47,23,0,0,1,C,1
41,14,1,0,1,C,0
67,26,1,0,1,C,1
37,13,0,1,1,S,0
40,13,0,1,1,S,0
32,11,1,0,1,S,1
61,13,1,1,1,C,1
36,15,1,1,1,C,0
48,12,1,0,1,C,0
50,16,1,0,1,S,1
47,12,1,0,1,C,1
32,14,1,0,1,S,1
63,15,1,0,1,C,0
66,19,1,1,1,C,1
38,15,1,0,1,S,0
37,14,1,0,1,C,1
48,8,1,0,1,C,0
43,20,0,0,1,C,1
67,12,1,0,1,C,0
41,14,0,1,1,S,1
61,10,0,1,1,O,1
31,8,0,0,1,S,1
61,24,1,1,1,C,1
77,11,1,0,1,C,0
66,27,1,0,1,S,0
29,8,1,1,1,S,0
41,8,1,0,1,S,0
30,8,0,0,1,S,0
56,20,0,0,1,C,0
58,18,1,0,1,C,0
41,17,1,0,1,C,1
42,16,1,0,1,S,1
71,12,1,1,1,C,0
59,15,1,0,1,S,0
72,21,1,0,1,C,0
67,14,1,1,1,C,1
51,8,1,1,1,C,1
34,12,1,0,1,C,0
50,17,0,0,1,C,1
51,8,1,0,1,S,0
68,22,1,0,1,C,0
42,14,0,0,1,C,1
36,13,1,0,1,C,1
82,20,1,1,1,C,1
59,20,1,1,1,C,1
41,9,0,0,1,S,1
40,15,1,0,1,C,0
46,9,1,0,1,C,0
40,11,1,1,1,C,1
33,13,0,1,1,S,1
33,9,0,0,1,S,1
31,10,0,1,1,S,1
45,8,0,0,1,C,0
35,14,1,1,1,C,1
58,20,1,0,1,C,0
44,14,1,0,1,C,0
26,9,1,0,1,C,0
75,14,1,0,1,C,0
49,21,1,0,1,C,1
40,15,0,0,1,S,1
38,16,1,1,1,S,1
49,15,1,0,1,C,0
31,10,1,0,1,O,1
34,11,1,0,1,S,1
68,13,1,0,1,C,0
39,12,0,0,1,C,1
65,24,1,0,1,C,1
41,11,1,0,1,C,0
54,8,1,0,1,C,0
61,20,1,0,1,C,0
42,12,0,1,1,S,1
50,19,1,0,1,O,1
58,14,0,0,1,C,1
70,13,1,0,1,C,0
43,13,1,0,1,S,0
50,18,1,0,1,C,0
42,19,1,0,1,C,1
39,14,1,1,1,C,0
52,26,1,0,1,C,1
34,10,1,0,1,S,1
41,16,1,1,1,O,0
50,12,1,0,1,C,1
54,21,1,0,1,C,0
41,9,1,0,1,C,0
38,16,0,0,1,S,0
50,21,1,1,1,C,1
36,9,0,1,1,C,1
54,14,1,0,1,C,0
58,23,1,0,1,S,0
40,17,1,1,1,C,0
47,17,1,0,1,C,1
48,18,1,0,1,C,0
57,21,1,1,1,S,1
44,23,0,0,1,C,1
42,8,0,0,1,C,1
60,19,1,1,1,C,0
41,14,1,0,1,C,0
50,8,1,0,1,C,0
63,19,1,0,1,C,0
33,8,1,0,1,S,0
54,8,0,1,1,C,1
74,12,1,1,1,O,0
37,14,0,0,1,O,1
58,8,1,0,1,C,0
31,8,0,0,1,S,1
43,9,0,0,1,S,1
37,14,1,1,1,O,1
50,17,1,1,1,C,0
45,16,1,0,1,C,1
62,12,1,0,1,C,0
49,19,1,0,1,C,1
60,17,1,1,1,C,1
47,18,1,1,1,C,0
30,12,0,0,1,C,0
39,14,1,0,1,C,0
78,12,1,0,1,C,0
40,14,1,1,1,C,1
46,14,1,1,1,C,1
33,12,1,1,1,C,0
49,27,1,0,1,C,0
59,12,1,0,1,C,0
40,9,1,0,1,C,0
36,23,1,0,1,C,1
37,15,1,0,1,S,1
62,36,1,0,1,C,0
65,20,1,1,1,C,0
53,16,1,1,1,C,1
63,24,0,1,1,C,1
49,8,1,0,1,C,0
55,14,1,1,1,C,0
51,9,1,1,1,C,1
64,11,1,0,1,C,0
66,25,1,1,1,C,1
52,25,1,1,1,C,1
36,10,1,1,1,C,1
34,9,1,1,1,C,1
46,10,0,0,1,C,1
36,10,0,0,1,C,0
73,20,1,1,1,C,1
34,9,0,1,1,C,0
61,19,1,0,1,C,0
55,16,1,0,1,C,0
46,16,0,1,1,C,1
61,11,1,0,1,C,0
47,20,1,0,1,C,0
38,12,0,0,1,S,1
51,8,1,0,1,C,0
37,14,1,0,1,O,0
45,21,1,1,1,S,1
48,25,0,0,1,S,0
45,23,1,0,1,S,1
50,22,1,1,1,C,0
30,8,1,0,1,C,0
35,8,1,0,1,C,0
58,8,1,0,1,C,0
45,8,1,0,1,C,0
51,8,1,0,1,C,0
52,8,1,0,1,C,0
49,8,0,1,1,C,1
47,8,1,1,1,C,1
37,8,1,0,1,C,0
42,8,1,0,1,S,0
71,8,1,0,1,C,0
53,8,0,0,1,C,0
56,8,1,1,1,C,0
42,8,1,0,1,C,0
51,23,1,0,1,C,1
66,15,1,1,1,C,1
49,15,0,0,1,C,1
43,13,0,0,1,C,1
47,11,1,1,1,S,1
34,8,0,0,1,C,1
47,8,0,0,1,C,0
29,8,1,0,1,S,1
55,8,0,1,1,C,1
59,8,0,1,1,C,0
42,8,0,0,1,S,1
26,8,0,0,1,S,1
31,8,0,1,1,C,1
34,8,1,0,1,C,0
41,8,1,1,1,C,1
42,8,1,1,1,C,1
49,8,1,1,1,C,1
38,8,0,0,1,C,1
54,8,0,0,1,C,0
39,8,1,1,1,C,1
70,8,1,0,1,C,0
43,8,1,1,1,C,1
59,8,1,1,1,C,0
50,8,0,0,1,C,0
44,8,0,1,1,C,0
52,8,1,0,1,C,0
49,8,1,1,1,C,1
82,8,1,0,1,C,0
32,8,1,0,1,S,1
42,8,1,0,1,C,0
62,8,0,1,1,C,1
66,8,1,0,1,C,0
51,8,0,1,1,O,1
34,8,1,1,1,S,1
63,35,1,0,1,C,1
53,30,1,0,1,C,1
61,29,1,0,1,C,1
74,28,1,0,1,C,1
58,28,0,1,1,S,1
37,28,1,0,1,C,0
58,27,1,0,1,C,0
44,27,1,0,1,C,1
40,26,1,1,1,S,0
70,25,1,0,1,C,1
70,24,1,1,1,C,1
34,24,1,0,1,S,0
46,22,1,0,1,C,0
61,22,1,0,1,C,0
75,22,1,0,1,C,0
71,22,1,0,1,C,0
45,21,0,0,1,C,1
61,21,1,1,1,C,0
48,21,1,1,1,C,0
45,21,1,0,1,C,1
48,21,1,1,1,C,1
46,21,1,0,1,S,1
52,21,1,0,1,C,1
69,21,1,0,1,C,0
46,21,1,0,1,C,0
65,21,1,0,1,C,0
53,21,1,1,1,C,0
79,21,1,0,1,C,0
72,21,1,0,1,C,0
46,21,1,0,1,C,1
50,21,1,0,1,C,0
76,21,1,1,1,C,0
46,21,1,0,1,C,0
45,20,1,0,1,S,0
77,20,0,0,1,C,0
37,20,1,0,1,C,1
47,20,1,0,1,C,0
65,20,1,1,1,C,0
69,20,1,1,1,C,1
44,20,1,0,1,C,0
54,20,1,0,1,C,0
75,20,1,0,1,C,0
47,20,1,0,1,C,1
46,20,0,0,1,C,1
68,19,0,1,1,C,1
40,19,1,0,1,S,1
52,18,1,0,1,C,0
42,18,1,0,1,C,0
32,18,1,1,1,C,0
88,18,1,1,1,C,0
46,18,1,0,1,C,1
47,18,1,0,1,C,1
55,18,1,0,1,O,0
51,17,1,1,1,C,1
46,17,0,1,1,O,0
70,17,1,0,1,C,0
42,17,1,1,1,S,1
56,17,1,0,1,C,0
68,17,1,1,1,C,1
51,17,1,1,1,C,0
66,16,1,0,1,C,0
45,16,1,0,1,C,0
39,16,1,0,1,C,1
35,16,1,0,1,S,1
55,16,1,0,0,C,0
38,16,0,0,1,C,1
44,16,1,1,1,C,1
35,16,0,0,1,C,0
39,16,1,0,1,C,0
46,15,1,0,1,C,0
49,15,0,0,1,C,1
49,15,1,1,1,C,1
65,15,1,1,1,C,0
35,15,1,0,1,C,1
58,15,1,0,1,C,0
39,15,1,0,1,C,1
48,15,1,1,1,C,0
40,15,1,1,1,C,0
75,15,1,1,1,C,0
71,15,1,1,1,C,0
35,15,0,1,1,S,0
38,15,1,1,1,C,0
36,15,0,0,1,C,0
47,14,1,0,1,C,0
46,14,0,0,1,C,0
41,14,1,0,1,C,0
66,14,1,0,1,O,0
61,14,1,1,1,C,0
38,14,1,0,1,S,0
46,14,1,0,1,C,0
33,14,1,0,1,S,0
69,14,1,1,1,C,0
38,14,1,0,1,C,0
40,14,1,0,1,C,0
44,14,1,1,1,C,0
54,14,0,1,1,S,0
57,14,1,0,1,C,0
75,14,1,1,1,C,0
68,14,0,1,1,C,0
44,14,0,0,1,S,0
62,14,1,0,1,C,0
72,13,1,1,1,C,0
76,13,1,0,1,C,0
75,13,1,0,1,C,0
55,13,1,1,1,S,1
54,13,1,1,1,C,1
60,13,1,1,1,S,0
44,13,0,0,1,C,1
58,13,1,0,1,C,0
42,13,0,0,1,C,1
49,13,1,0,1,C,0
37,13,1,0,0,O,0
36,13,1,1,1,S,1
41,13,1,1,1,C,0
56,13,1,0,1,C,1
34,12,0,0,1,O,0
36,12,1,0,1,C,0
50,12,1,0,1,C,1
81,12,1,0,1,C,0
67,12,1,0,1,C,0
33,12,1,0,1,S,0
48,12,1,0,1,S,0
38,12,0,1,1,O,1
48,13,1,0,1,C,0
39,12,1,0,1,C,0
44,12,1,0,1,C,0
34,12,0,1,1,S,0
54,11,1,0,1,C,0
35,11,1,1,1,C,1
58,11,1,1,1,C,1
61,11,1,1,1,C,0
67,11,1,0,1,C,0
38,11,0,0,1,S,1
36,11,1,1,1,C,1
52,11,1,1,1,C,1
55,11,1,0,1,C,0
34,11,1,1,1,C,1
38,11,0,1,1,C,0
67,11,1,0,1,C,0
39,10,0,1,1,C,1
40,10,0,1,1,C,0
37,10,1,0,1,S,1
39,10,1,0,1,C,0
27,10,1,0,1,C,1
55,10,0,1,1,S,0
42,10,1,0,1,C,0
69,10,1,1,1,C,0
57,10,0,1,1,O,1
70,9,1,1,1,C,1
36,9,1,1,1,C,1
53,9,1,1,1,C,0
38,9,1,0,1,C,0
55,9,1,0,1,C,0
35,9,1,0,1,C,0
72,9,1,1,1,C,0
32,9,1,0,1,C,0
45,9,1,1,1,C,0
71,9,1,1,1,C,0
33,9,1,0,1,C,0
34,9,1,1,1,S,1
33,9,1,0,1,S,0
52,9,0,1,1,C,0
46,9,1,1,1,C,1
76,9,1,0,1,C,0
60,9,1,1,1,C,0
77,9,1,1,1,C,0
39,15,0,0,1,C,1
36,8,0,0,1,C,0
32,8,1,0,1,S,1
36,8,1,0,1,S,0
29,8,1,0,1,O,1
56,8,0,0,1,C,0
41,8,1,0,1,C,0
29,12,1,0,1,S,1
42,8,1,0,1,C,0
53,8,1,1,1,C,0
35,8,1,0,1,C,0
52,8,1,0,1,C,0
41,8,1,0,1,C,0
26,8,1,0,1,S,1
49,8,1,1,1,C,1
49,8,1,1,1,C,1
43,8,1,1,1,C,1
40,8,1,0,1,O,0
60,8,1,1,1,C,1
37,8,0,1,1,O,0
34,8,0,0,1,C,1
46,7,0,0,1,C,1
41,7,1,0,1,C,0
29,7,1,0,1,S,1
35,7,0,0,1,C,1
56,7,0,0,1,C,0
34,7,1,0,1,S,0
68,7,1,0,1,C,0
62,7,1,1,1,C,0
31,7,1,0,1,C,0
44,7,1,0,1,C,0
39,7,1,0,1,S,0
46,7,1,1,1,C,1
50,7,1,0,1,C,0
31,7,0,0,1,C,1
47,7,1,0,1,C,0
43,7,1,0,1,C,0
33,34,1,0,1,S,1
50,29,1,0,1,C,1
56,25,1,0,1,C,0
57,22,1,0,1,C,1
47,19,0,0,1,O,0
49,19,1,0,1,C,0
55,19,1,0,1,C,0
65,18,1,0,1,C,0
44,18,1,0,1,C,0
63,18,1,1,1,C,1
40,18,1,0,1,C,1
40,17,1,0,1,C,0
36,17,0,0,1,S,0
40,17,1,0,1,C,1
64,16,1,0,1,C,0
43,16,0,0,1,S,1
40,16,1,0,1,C,0
38,15,1,0,1,C,1
63,15,1,1,1,C,1
37,15,1,0,1,S,1
34,14,1,0,1,C,0
46,14,1,0,1,S,1
51,13,0,0,1,C,0
43,13,1,1,1,S,0
38,13,1,0,1,C,0
74,12,1,0,1,C,0
47,12,1,0,1,C,0
60,11,1,0,1,C,0
37,11,0,0,1,S,1
39,10,0,1,1,S,0
27,9,0,0,1,S,1
71,9,0,1,1,C,0
46,8,1,1,1,S,1
45,9,1,1,1,C,1
28,8,1,0,1,C,0
31,8,1,0,1,O,0
43,8,1,0,1,C,0
41,2,1,1,1,C,0
31,9,0,0,1,C,1
35,7,1,0,1,C,0
40,7,1,1,1,C,1
48,7,1,0,1,C,0
55,7,1,0,1,C,0
30,12,1,0,1,S,1
44,7,1,0,1,C,0
63,7,0,0,1,C,0
35,7,1,0,1,C,0
50,7,1,0,1,C,0
42,7,1,0,1,S,0
39,10,1,0,1,C,0
33,9,1,0,1,C,0
28,9,1,0,1,S,1
31,7,0,1,1,S,0
57,7,1,0,1,C,0
30,7,1,0,1,S,0
58,7,1,1,1,C,0
40,7,1,0,1,C,0
31,7,1,1,1,C,1
47,7,0,1,1,C,1
41,7,1,0,1,C,0
40,7,1,1,1,C,1
43,7,1,0,1,C,0
45,7,1,0,1,C,0
50,7,0,0,1,C,0
43,7,0,0,1,C,1
29,2,0,1,1,S,1
36,7,0,1,0,S,0
38,7,0,0,1,C,1
42,9,1,1,1,S,0
40,7,0,0,1,S,0
55,7,1,1,1,C,0
44,7,1,0,1,C,0
61,7,1,1,1,C,0
52,7,1,0,1,C,0
58,7,0,1,1,S,1
58,7,1,1,1,C,0
50,7,1,0,1,C,0
58,7,1,0,1,C,0
45,15,1,0,1,C,0
36,10,1,0,1,C,0
71,9,1,1,1,C,0
66,7,1,1,1,C,0
56,12,1,1,1,C,0
51,7,1,0,1,C,0
44,7,1,1,1,C,1
53,7,1,1,1,C,0
