age,seniority,men,urban,private,marital_M,marital_O,marital_S,yord
42,7,1,0,1,1,0,0,0
33,7,1,0,1,1,0,0,0
38,7,0,1,1,1,0,0,0
65,7,1,0,1,0,0,0,0
34,7,1,0,1,0,0,1,2
56,7,0,0,1,1,0,0,2
57,7,1,1,1,1,0,0,0
31,7,1,0,1,0,0,1,2
78,7,1,0,1,1,0,0,0
38,7,1,0,1,1,0,0,0
42,7,0,1,1,1,0,0,0
46,7,1,1,1,1,0,0,2
38,7,1,0,1,0,0,1,1
37,6,1,0,1,1,0,0,0
59,14,1,0,1,1,0,0,0
32,13,1,0,1,0,0,1,0
62,11,1,1,1,1,0,0,1
42,11,1,1,1,1,0,0,0
49,16,0,0,1,1,0,0,0
35,11,1,1,1,1,0,0,2
48,14,1,1,1,1,0,0,2
30,9,1,0,1,0,0,1,0
62,8,1,1,1,0,0,0,0
35,8,1,1,1,1,0,0,2
41,7,0,1,1,0,0,1,2
59,7,1,0,1,1,0,0,0
49,6,0,1,1,1,0,0,2
38,6,0,0,1,1,0,0,0
64,6,1,0,1,1,0,0,0
40,6,1,0,1,0,0,1,1
33,6,1,1,1,0,0,1,1
33,6,1,0,1,0,0,1,0
39,6,1,1,1,1,0,0,0
42,6,1,0,1,1,0,0,1
46,6,1,0,1,1,0,0,1
27,6,0,1,1,1,0,0,0
71,14,1,0,1,1,0,0,0
62,9,0,1,1,0,0,1,0
52,6,1,0,1,1,0,0,0
48,6,1,0,1,1,0,0,1
39,6,1,0,1,0,0,1,2
43,6,1,1,1,1,0,0,0
30,6,1,1,1,0,0,1,0
47,6,1,0,1,1,0,0,0
24,6,1,1,1,0,1,0,2
59,6,1,0,1,0,0,0,0
41,6,0,1,1,1,0,0,0
45,6,1,0,1,1,0,0,0
57,6,1,0,1,1,0,0,0
46,6,0,1,1,0,0,0,0
44,6,1,0,1,1,0,0,0
58,6,1,1,1,1,0,0,0
50,6,0,0,1,1,0,0,2
55,6,1,1,1,0,0,0,0
34,6,0,0,1,1,0,0,0
37,22,0,1,1,1,0,0,0
34,14,1,0,1,1,0,0,0
50,13,0,0,1,1,0,0,0
48,6,1,1,1,1,0,0,0
56,6,1,1,1,1,0,0,1
37,6,1,0,1,1,0,0,1
54,6,0,0,1,1,0,0,0
26,6,0,0,1,0,0,1,1
51,6,1,1,1,1,0,0,1
39,6,0,0,1,0,0,1,0
34,6,0,0,1,1,0,0,0
43,2,1,0,1,1,0,0,0
60,6,0,0,1,0,0,0,0
43,6,0,1,1,1,0,0,0
47,6,0,0,1,1,0,0,0
40,6,0,0,1,1,0,0,0
50,17,0,0,1,0,0,0,1
43,6,0,0,1,1,0,0,0
37,6,1,1,1,0,0,1,0
43,6,0,1,1,0,0,1,0
27,6,1,0,1,0,0,1,0
24,6,1,1,1,0,0,1,1
49,6,1,1,1,1,0,0,0
32,6,1,0,1,1,0,0,0
49,6,0,1,1,0,0,0,0
44,6,0,0,1,0,0,0,0
31,6,0,0,1,1,0,0,0
31,6,1,1,1,0,0,1,1
52,6,1,0,1,1,0,0,0
59,7,1,0,1,1,0,0,0
35,6,1,0,1,0,0,1,0
29,6,0,1,1,0,0,1,0
39,6,1,1,1,1,0,0,2
32,6,1,1,1,0,0,1,0
74,6,0,0,1,1,0,0,0
54,6,1,1,1,1,0,0,2
42,6,0,1,1,1,0,0,2
40,14,1,1,1,1,0,0,1
39,6,1,0,1,1,0,0,2
25,6,1,0,1,0,0,1,0
34,6,0,0,1,1,0,0,2
36,6,1,0,1,1,0,0,0
24,6,0,0,1,0,0,1,0
41,6,1,0,1,1,0,0,1
20,6,1,1,1,0,0,1,1
40,6,0,0,1,0,0,1,0
24,6,0,1,1,0,0,1,2
34,20,1,1,1,1,0,0,0
55,18,0,0,1,1,0,0,1
26,12,1,0,1,0,0,1,1
36,6,1,0,1,1,0,0,2
49,6,0,0,1,0,0,0,1
24,6,1,1,1,0,0,1,1
53,6,1,1,1,1,0,0,0
62,6,0,1,1,1,0,0,2
30,6,1,0,1,1,0,0,0
38,17,0,1,1,1,0,0,2
61,13,1,1,1,1,0,0,2
27,6,1,0,1,0,0,1,1
54,6,1,1,1,1,0,0,2
54,6,1,1,1,1,0,0,0
68,6,1,1,1,1,0,0,1
32,6,1,1,0,1,0,0,0
33,6,1,1,1,0,0,1,0
53,6,0,1,1,1,0,0,0
36,9,1,0,1,1,0,0,0
23,6,1,1,1,0,0,1,1
29,6,0,0,1,0,0,1,2
45,6,1,0,1,1,0,0,0
63,6,1,0,1,1,0,0,0
65,6,1,1,1,1,0,0,0
28,6,1,1,1,0,0,1,1
45,6,0,1,1,1,0,0,1
45,6,0,0,1,0,0,1,0
47,6,1,0,1,0,0,0,0
37,6,0,0,1,1,0,0,0
47,5,1,0,1,1,0,0,0
61,17,0,1,1,1,0,0,1
58,6,1,0,1,1,0,0,0
34,6,1,1,1,0,0,1,1
53,6,1,0,1,1,0,0,2
51,6,1,1,1,1,0,0,1
57,6,1,0,1,1,0,0,1
45,6,1,0,1,1,0,0,1
43,6,0,0,1,1,0,0,1
35,6,0,0,1,0,0,1,0
40,6,1,1,1,1,0,0,0
30,26,1,1,1,1,0,0,2
31,14,1,0,1,0,0,1,2
28,5,1,0,1,0,0,1,1
38,5,1,1,1,1,0,0,1
62,5,1,0,1,1,0,0,0
53,5,0,0,1,1,0,0,0
56,5,1,0,1,1,0,0,0
30,5,0,0,1,1,0,0,0
56,5,0,1,1,1,0,0,0
37,11,1,0,1,1,0,0,1
36,9,0,1,1,1,0,0,1
46,7,1,0,1,1,0,0,0
47,6,1,0,1,1,0,0,1
31,5,1,0,1,0,0,1,2
39,5,1,0,1,1,0,0,2
30,5,0,0,1,0,0,1,2
29,5,1,0,1,0,0,1,0
28,5,1,1,1,0,0,1,2
30,5,0,0,1,0,0,1,0
33,5,1,0,1,0,0,1,0
39,5,1,0,1,1,0,0,0
35,5,0,1,1,0,0,1,1
55,5,0,0,1,1,0,0,0
26,5,0,0,1,0,0,1,1
48,5,1,1,1,1,0,0,0
55,5,0,1,1,1,0,0,2
57,5,1,1,1,1,0,0,2
26,5,1,0,1,0,0,1,2
51,5,0,0,1,0,0,1,0
34,5,1,1,1,1,0,0,1
37,5,1,0,1,0,0,0,0
49,5,1,1,1,1,0,0,0
43,16,1,1,1,0,0,1,1
36,5,0,0,1,1,0,0,0
37,5,0,0,1,1,0,0,0
38,5,0,1,1,1,0,0,0
36,5,0,0,1,1,0,0,0
43,5,0,0,1,1,0,0,0
35,16,1,0,1,0,0,0,0
36,14,0,0,1,0,0,1,2
55,5,1,0,1,1,0,0,1
54,5,1,1,1,1,0,0,0
30,5,1,0,1,0,0,1,2
30,5,1,0,1,1,0,0,1
28,5,1,0,1,1,0,0,2
35,5,1,1,1,1,0,0,2
36,5,1,0,1,1,0,0,1
50,5,0,0,1,1,0,0,0
56,5,1,1,1,1,0,0,2
37,5,0,0,1,0,0,1,2
64,5,1,0,1,0,0,0,0
61,5,1,0,1,1,0,0,0
47,16,0,0,1,0,0,1,0
42,5,1,1,1,1,0,0,0
56,5,1,0,1,1,0,0,0
35,5,0,0,1,1,0,0,0
57,5,1,0,1,1,0,0,0
52,5,1,1,1,0,0,1,1
25,5,0,1,1,0,0,1,0
40,5,1,1,1,1,0,0,0
58,5,1,0,1,0,0,1,0
25,5,0,0,1,0,0,1,0
74,17,1,1,1,1,0,0,1
33,13,1,0,1,1,0,0,1
38,15,0,0,1,1,0,0,0
37,5,0,1,1,1,0,0,0
63,5,1,0,1,1,0,0,2
44,5,0,1,1,0,0,0,1
26,5,1,1,1,0,0,1,0
54,5,1,1,1,1,0,0,0
28,5,1,1,1,1,0,0,1
39,5,1,1,1,1,0,0,2
51,5,1,1,1,1,0,0,1
17,5,1,0,1,0,0,1,1
64,5,1,1,1,1,0,0,2
31,9,1,0,1,1,0,0,1
59,5,1,0,1,1,0,0,1
55,5,1,0,1,1,0,0,1
42,5,1,0,1,0,0,1,0
29,5,0,1,1,0,0,1,0
30,15,0,0,1,0,0,1,1
57,5,0,1,1,1,0,0,0
60,5,1,0,1,1,0,0,1
50,5,1,1,1,1,0,0,0
46,23,1,0,1,1,0,0,1
44,5,0,1,1,0,0,1,1
69,5,1,1,1,1,0,0,2
30,5,1,0,1,0,0,1,0
27,5,0,1,1,0,0,1,0
68,24,1,1,1,0,0,1,2
51,22,1,1,1,1,0,0,0
44,20,1,0,1,1,0,0,0
26,9,1,0,1,0,0,1,0
41,5,1,0,1,0,0,1,0
51,5,1,1,1,1,0,0,0
25,5,0,0,1,0,0,1,2
26,5,0,0,1,0,0,1,1
38,5,0,1,1,1,0,0,0
22,5,0,0,1,0,0,1,0
30,5,1,0,1,0,0,1,0
37,5,1,0,1,1,0,0,0
40,6,1,1,1,1,0,0,0
62,5,1,0,1,1,0,0,1
42,5,0,1,1,1,0,0,0
70,5,1,0,1,1,0,0,2
44,5,1,0,1,1,0,0,2
27,5,0,0,1,0,0,1,0
34,5,1,0,1,1,0,0,0
50,5,1,1,1,1,0,0,0
63,5,1,0,1,0,0,1,1
42,5,1,0,1,1,0,0,1
38,5,0,1,1,0,0,1,1
53,5,1,0,1,1,0,0,0
46,5,1,0,1,1,0,0,0
59,5,1,0,1,1,0,0,2
62,5,1,1,1,1,0,0,0
55,5,1,0,1,1,0,0,2
39,4,1,1,1,1,0,0,1
34,4,1,0,1,0,0,1,2
37,4,1,1,1,1,0,0,2
51,4,0,0,1,1,0,0,1
24,4,0,0,1,0,0,1,0
50,5,0,0,1,0,0,0,0
29,4,1,0,1,1,0,0,1
44,4,1,0,1,1,0,0,1
28,4,1,1,1,0,0,1,2
47,4,1,0,1,1,0,0,0
34,4,1,0,1,1,0,0,2
64,4,1,1,1,1,0,0,1
37,4,0,0,1,1,0,0,1
35,22,0,0,1,0,0,1,2
76,22,1,0,1,1,0,0,0
43,17,1,1,1,1,0,0,0
33,14,1,0,1,1,0,0,0
34,4,1,0,1,0,0,1,1
36,4,1,0,1,0,0,1,0
27,4,1,0,1,0,0,1,1
45,4,1,1,1,1,0,0,0
35,4,0,1,1,0,0,1,1
49,4,1,0,1,1,0,0,0
37,4,0,1,1,1,0,0,0
59,4,1,0,1,1,0,0,2
27,8,1,0,1,0,0,1,1
34,5,0,0,1,1,0,0,0
32,4,0,1,1,0,0,1,2
79,4,1,0,1,1,0,0,1
34,4,0,0,1,0,0,1,0
24,4,0,1,1,0,0,1,0
30,4,1,1,1,0,0,1,1
23,4,1,1,1,0,0,1,0
51,4,1,0,1,1,0,0,0
28,4,1,1,1,0,0,1,0
51,4,1,0,1,0,0,1,1
29,4,1,0,1,0,0,1,2
48,4,1,0,1,1,0,0,0
29,4,1,1,1,1,0,0,1
52,4,1,0,1,1,0,0,0
28,4,0,0,1,0,0,1,0
31,4,1,0,1,0,0,1,0
48,4,0,0,1,1,0,0,0
32,4,1,1,1,1,0,0,0
56,4,1,0,1,1,0,0,1
41,4,1,0,1,1,0,0,1
39,4,1,0,1,0,0,1,0
35,4,1,0,1,0,0,1,0
27,4,1,0,1,0,0,1,1
28,4,0,0,1,1,0,0,0
56,4,1,0,1,1,0,0,0
60,4,1,0,1,1,0,0,0
36,4,0,0,1,0,0,1,0
72,4,1,0,1,1,0,0,0
47,4,0,0,1,1,0,0,0
35,4,0,0,1,0,0,1,2
28,4,1,1,1,0,0,1,0
45,4,1,0,1,1,0,0,1
63,4,1,0,1,1,0,0,1
33,4,0,1,1,1,0,0,0
52,4,1,1,1,1,0,0,1
46,4,1,1,1,1,0,0,0
28,4,1,1,1,0,0,1,0
59,4,1,0,1,1,0,0,0
71,4,1,0,1,1,0,0,0
31,4,0,0,1,1,0,0,0
38,4,0,1,1,0,0,0,2
70,4,1,1,1,1,0,0,0
37,4,0,1,1,0,0,1,0
16,4,1,0,1,0,0,1,1
56,4,1,0,1,1,0,0,2
22,4,1,1,1,0,0,1,0
23,4,1,1,1,0,0,1,0
31,4,1,0,1,1,0,0,0
56,4,1,1,1,1,0,0,1
55,4,1,1,1,1,0,0,0
34,4,1,0,1,0,0,1,1
77,4,0,0,1,0,0,0,1
47,4,0,1,1,1,0,0,1
48,4,0,0,1,1,0,0,1
61,4,1,1,1,0,0,0,1
44,4,1,0,1,1,0,0,0
23,4,0,0,1,0,0,1,0
40,4,0,1,1,0,0,1,0
47,4,1,0,1,1,0,0,0
40,10,1,1,1,0,0,1,0
50,4,1,0,1,1,0,0,1
24,4,1,1,1,0,0,1,1
43,4,1,0,1,1,0,0,0
49,4,0,1,1,0,0,0,1
41,6,1,0,1,1,0,0,1
46,4,0,0,1,1,0,0,0
65,4,0,0,1,1,0,0,0
44,4,0,0,1,1,0,0,0
58,4,1,1,1,1,0,0,0
45,4,0,0,1,1,0,0,0
47,4,1,1,1,1,0,0,2
18,4,0,0,1,0,0,1,1
36,4,1,0,1,1,0,0,1
28,4,1,0,1,0,0,1,0
24,4,1,0,1,1,0,0,1
23,4,0,1,1,0,0,1,0
41,4,1,0,1,1,0,0,0
28,13,0,0,1,0,0,1,0
48,6,0,0,1,0,0,0,0
32,5,1,0,1,1,0,0,0
36,4,0,1,1,1,0,0,2
27,4,0,1,1,1,0,0,0
65,4,1,0,1,1,0,0,1
41,4,1,0,1,0,0,1,0
67,9,0,1,1,1,0,0,0
45,4,1,1,1,1,0,0,0
27,4,0,0,1,0,0,1,2
31,4,1,1,0,1,0,0,0
30,4,0,1,1,0,0,1,1
26,4,1,0,1,0,0,1,0
32,4,1,1,1,1,0,0,1
53,4,1,0,1,1,0,0,0
33,4,1,1,1,1,0,0,0
51,4,0,0,1,1,0,0,0
49,4,1,0,1,1,0,0,0
33,4,0,0,1,1,0,0,2
55,4,0,1,1,1,0,0,0
47,4,0,1,1,0,0,1,0
24,4,1,0,1,1,0,0,0
43,4,0,1,1,1,0,0,2
27,4,1,1,1,0,0,1,0
18,4,1,0,1,0,0,1,1
33,4,0,0,1,1,0,0,0
31,4,1,0,1,0,0,1,0
53,4,1,0,1,1,0,0,0
51,4,0,0,1,1,0,0,0
46,4,1,0,1,1,0,0,1
47,22,1,1,1,1,0,0,0
24,11,1,0,1,0,0,1,0
58,8,1,0,1,0,0,0,0
25,6,0,0,1,1,0,0,1
68,4,0,1,1,1,0,0,0
58,4,1,1,1,1,0,0,2
32,4,0,0,1,0,0,1,0
54,4,1,1,1,1,0,0,0
47,4,0,0,1,1,0,0,1
29,4,1,0,1,0,0,1,0
51,4,0,1,1,0,0,0,0
51,4,1,1,1,1,0,0,2
61,12,0,1,1,1,0,0,1
41,6,0,0,1,1,0,0,0
37,5,1,1,1,1,0,0,0
32,4,1,0,1,0,0,1,1
65,3,1,1,1,1,0,0,0
46,3,1,1,1,1,0,0,1
53,3,1,0,1,1,0,0,0
54,3,1,0,1,0,0,1,0
60,3,1,1,1,1,0,0,2
42,10,1,1,1,0,0,1,1
31,3,1,1,1,1,0,0,0
32,3,1,1,1,1,0,0,0
43,3,0,0,1,1,0,0,0
63,3,0,0,1,1,0,0,0
48,3,0,0,1,1,0,0,1
23,3,0,1,1,0,0,1,2
33,3,1,0,1,1,0,0,1
27,27,1,0,1,0,0,1,1
50,3,1,0,1,1,0,0,1
26,3,1,0,1,1,0,0,0
25,3,1,0,1,0,0,1,2
32,3,1,0,1,0,0,1,0
55,3,1,1,1,1,0,0,0
49,3,1,0,1,1,0,0,0
31,3,1,1,1,1,0,0,2
32,3,1,0,1,1,0,0,1
60,3,0,1,1,1,0,0,1
55,3,0,0,1,0,0,0,0
45,3,1,1,1,1,0,0,0
50,3,1,0,1,1,0,0,0
25,3,1,0,1,1,0,0,2
25,3,1,0,1,0,0,1,0
33,3,1,0,1,1,0,0,0
44,3,1,0,1,1,0,0,0
33,3,0,0,1,0,0,1,0
26,21,1,0,1,0,0,1,2
52,3,0,1,1,1,0,0,0
26,3,0,0,1,1,0,0,1
49,3,0,0,1,1,0,0,1
30,3,1,1,1,1,0,0,2
35,3,1,1,1,1,0,0,1
29,3,1,0,1,0,0,1,0
40,3,0,1,1,1,0,0,0
52,3,1,1,1,1,0,0,2
42,3,0,0,1,1,0,0,1
39,18,0,0,1,0,0,0,0
22,3,1,0,1,0,0,1,2
46,3,0,0,1,1,0,0,2
35,3,1,1,1,1,0,0,0
49,3,0,0,1,1,0,0,1
25,3,0,1,1,0,0,1,1
37,3,0,1,1,0,0,1,0
30,3,0,1,1,1,0,0,1
28,3,0,0,1,0,0,1,0
48,3,1,0,1,1,0,0,0
70,3,1,0,1,1,0,0,0
31,3,0,0,1,0,0,1,0
26,3,1,0,1,0,0,1,2
78,3,1,1,1,1,0,0,0
26,3,0,0,1,1,0,0,0
45,3,0,0,1,1,0,0,1
45,3,1,0,1,1,0,0,0
62,3,1,0,1,1,0,0,0
44,23,1,1,1,1,0,0,0
49,21,0,0,1,0,0,0,2
45,10,1,1,1,1,0,0,1
58,8,1,1,1,1,0,0,2
24,6,1,0,1,0,0,1,0
28,4,0,0,1,1,0,0,2
70,3,1,0,1,1,0,0,0
65,3,1,0,1,1,0,0,0
58,3,0,0,1,1,0,0,0
76,3,1,1,1,0,0,1,2
32,3,1,1,1,1,0,0,1
45,3,1,0,1,1,0,0,0
31,3,1,0,1,1,0,0,0
37,3,0,0,1,1,0,0,0
26,3,1,0,1,0,0,1,1
31,3,0,0,1,1,0,0,1
45,3,1,0,1,1,0,0,0
25,3,0,1,1,0,0,1,1
29,3,0,0,1,0,0,1,0
38,3,1,1,1,0,0,1,0
70,3,0,1,1,0,0,1,1
40,3,0,0,1,1,0,0,2
43,3,0,1,1,1,0,0,2
30,5,1,1,1,0,0,1,0
26,3,0,0,1,1,0,0,1
47,3,1,0,1,1,0,0,0
30,3,0,0,1,1,0,0,2
50,3,1,0,1,1,0,0,0
68,3,1,1,1,1,0,0,1
29,3,1,0,1,0,0,1,0
49,3,0,0,1,1,0,0,0
32,3,1,0,0,0,0,1,0
56,3,1,0,1,1,0,0,0
21,3,1,0,1,0,0,1,0
33,3,0,1,1,0,0,1,1
30,3,1,1,1,1,0,0,0
40,3,1,1,1,1,0,0,1
29,3,0,0,1,1,0,0,2
38,3,0,1,1,1,0,0,0
32,3,1,1,1,0,0,1,0
40,3,0,1,1,0,0,0,0
59,3,1,1,0,1,0,0,1
41,3,1,1,1,1,0,0,0
22,3,0,1,1,0,0,1,0
24,3,1,1,1,0,0,1,0
25,3,1,1,1,0,0,1,1
28,3,1,0,1,0,0,1,1
33,3,1,1,1,1,0,0,1
60,3,1,0,0,1,0,0,0
41,3,1,0,1,1,0,0,1
44,3,1,0,1,1,0,0,2
30,3,0,0,1,0,0,1,0
57,3,1,0,1,1,0,0,0
27,9,1,0,1,0,0,1,2
26,9,1,0,1,0,0,1,2
29,3,1,0,1,0,0,1,1
25,3,1,1,1,0,0,1,0
34,3,1,1,1,1,0,0,0
32,3,1,1,1,1,0,0,2
37,3,1,0,1,1,0,0,2
46,3,0,0,1,0,0,0,1
60,3,1,1,1,0,0,1,0
28,3,1,0,1,1,0,0,0
40,3,1,0,1,1,0,0,2
24,3,0,0,1,0,0,1,0
24,3,1,1,1,0,0,1,0
37,3,1,0,1,1,0,0,0
42,3,1,1,0,1,0,0,0
37,3,0,1,1,0,0,1,0
45,3,1,1,1,0,0,1,0
43,3,1,1,1,1,0,0,0
49,3,1,1,1,1,0,0,1
32,3,0,0,1,1,0,0,0
56,3,1,1,1,1,0,0,2
54,16,1,1,1,1,0,0,2
30,16,1,0,1,0,0,0,0
25,15,1,1,1,0,0,1,0
24,10,0,0,1,0,0,1,2
35,4,0,0,1,1,0,0,0
32,4,0,0,1,0,0,0,0
37,3,1,0,1,1,0,0,0
50,3,1,0,1,1,0,0,1
21,3,1,1,1,0,0,1,1
52,3,0,0,1,1,0,0,0
63,3,1,1,1,1,0,0,0
53,3,1,1,1,1,0,0,0
46,3,0,0,1,1,0,0,0
43,3,0,1,1,0,0,0,1
32,3,1,0,1,1,0,0,2
28,3,0,0,1,0,0,1,0
41,3,0,0,1,0,0,0,1
26,3,1,1,1,0,0,1,1
63,3,1,0,1,0,0,1,0
35,3,0,0,1,1,0,0,0
53,3,1,0,1,1,0,0,1
27,3,1,1,1,0,0,1,0
22,3,1,0,1,0,0,1,1
36,3,1,1,1,1,0,0,0
41,3,1,1,1,1,0,0,0
62,3,1,1,1,1,0,0,2
27,3,1,0,1,0,0,1,0
61,20,0,1,1,1,0,0,2
23,5,0,0,1,0,0,1,1
42,5,1,0,1,1,0,0,0
54,3,1,1,1,1,0,0,0
50,3,1,0,1,1,0,0,1
69,3,1,1,1,1,0,0,0
19,3,1,0,1,0,0,1,1
24,3,1,0,1,0,0,0,1
55,3,1,1,1,1,0,0,0
41,2,1,0,1,1,0,0,0
38,2,0,0,1,1,0,0,0
49,6,0,0,1,0,0,0,0
40,2,1,0,1,1,0,0,1
30,2,0,0,1,1,0,0,1
41,3,0,0,1,1,0,0,0
38,17,1,1,1,0,0,0,0
43,3,1,1,1,1,0,0,0
51,3,1,0,1,1,0,0,0
54,2,1,0,1,1,0,0,1
41,3,1,0,1,1,0,0,2
43,2,1,0,1,1,0,0,0
59,2,1,0,1,1,0,0,0
31,2,0,0,1,1,0,0,0
18,2,1,0,0,0,0,1,0
39,7,1,0,1,1,0,0,0
54,2,1,1,1,1,0,0,2
63,2,1,1,1,1,0,0,0
36,2,1,1,1,1,0,0,1
39,15,1,1,1,0,0,1,2
59,2,1,0,1,1,0,0,1
25,12,1,0,1,0,0,1,0
34,14,1,1,1,1,0,0,0
60,6,1,0,1,1,0,0,2
38,2,1,1,1,1,0,0,0
46,2,1,0,1,1,0,0,0
29,5,0,0,1,1,0,0,0
56,34,1,1,1,1,0,0,2
23,2,0,1,1,0,0,1,0
26,7,1,0,1,0,0,1,0
41,2,1,0,1,1,0,0,1
33,20,1,1,1,1,0,0,1
18,2,1,0,0,0,0,1,0
36,2,0,1,1,1,0,0,0
34,2,1,1,1,0,0,0,2
50,2,1,0,1,0,0,1,2
52,2,0,0,1,0,0,0,1
31,2,1,0,1,0,0,1,0
41,2,0,0,1,1,0,0,1
49,2,1,0,1,1,0,0,2
47,2,1,1,1,1,0,0,2
38,2,1,0,1,1,0,0,0
56,2,0,1,1,1,0,0,2
43,2,1,0,1,0,0,1,1
45,2,1,0,1,1,0,0,0
59,2,1,1,1,1,0,0,0
50,2,1,1,1,1,0,0,0
36,2,1,1,1,0,0,1,1
32,2,1,1,1,0,0,1,2
67,2,1,1,1,1,0,0,1
20,2,0,0,1,0,0,1,1
41,2,0,0,1,1,0,0,0
21,2,0,0,1,0,0,1,1
51,2,0,0,1,1,0,0,2
83,2,1,0,1,0,0,1,0
40,2,1,0,1,0,0,1,0
63,2,1,0,1,1,0,0,0
34,2,1,0,1,1,0,0,0
42,2,1,0,1,1,0,0,0
39,2,1,0,1,1,0,0,1
25,2,1,1,1,0,0,1,1
42,2,1,0,1,1,0,0,1
41,2,0,1,1,1,0,0,1
44,2,1,0,1,1,0,0,2
58,2,1,1,1,1,0,0,0
44,2,1,0,1,1,0,0,1
74,2,1,0,1,0,0,0,1
63,2,1,0,1,1,0,0,2
32,2,0,1,1,1,0,0,2
73,2,1,1,1,1,0,0,0
18,2,1,1,1,0,0,1,1
60,2,1,0,1,1,0,0,0
24,2,1,1,1,1,0,0,1
33,2,1,1,1,0,0,1,2
29,2,0,0,1,0,0,1,1
25,2,0,0,1,1,0,0,0
40,2,1,0,1,1,0,0,0
42,2,1,0,1,1,0,0,0
32,2,1,0,1,1,0,0,2
56,2,1,0,1,0,0,0,1
25,2,0,0,1,0,0,1,0
32,2,1,0,1,0,0,1,0
33,2,1,0,1,1,0,0,2
31,2,0,0,1,0,0,1,0
46,2,1,0,1,1,0,0,0
48,2,0,0,1,1,0,0,0
33,2,1,0,1,1,0,0,0
33,2,1,0,1,1,0,0,0
25,2,1,0,1,1,0,0,0
47,2,1,1,1,1,0,0,2
29,2,1,1,1,0,0,1,1
17,2,1,0,1,0,0,1,1
28,2,1,1,1,1,0,0,1
26,2,1,1,1,0,0,1,1
64,2,1,1,1,1,0,0,1
25,2,1,1,1,0,0,1,0
25,2,1,1,1,1,0,0,0
59,2,1,0,1,0,0,1,0
40,2,1,0,1,1,0,0,0
23,2,0,1,1,0,0,1,0
29,2,1,0,1,0,0,1,1
42,2,1,0,1,1,0,0,0
30,2,1,1,1,0,0,1,1
22,2,1,0,0,0,0,1,0
38,2,1,1,1,1,0,0,2
29,2,1,0,1,1,0,0,0
26,2,1,1,1,0,0,1,1
37,2,1,0,1,1,0,0,2
55,2,1,1,1,1,0,0,0
31,2,0,1,1,0,0,1,0
51,2,1,1,1,1,0,0,0
45,2,1,1,1,0,0,1,1
31,2,1,0,1,1,0,0,2
45,2,0,0,1,1,0,0,0
24,2,0,1,1,0,0,1,1
24,2,1,1,1,0,0,1,1
32,2,1,0,1,1,0,0,0
60,2,1,0,1,1,0,0,1
50,2,1,0,0,1,0,0,1
58,2,1,0,1,1,0,0,1
46,2,0,0,1,1,0,0,0
38,2,1,0,1,1,0,0,0
47,2,1,0,1,0,0,0,1
43,2,0,1,1,1,0,0,1
25,2,1,0,1,0,0,1,0
39,2,1,0,0,1,0,0,0
50,2,1,1,1,0,0,1,0
52,2,1,0,1,1,0,0,1
41,2,1,0,1,1,0,0,0
25,2,1,1,1,1,0,0,2
28,2,1,1,1,0,0,1,1
26,2,1,0,1,1,0,0,1
35,2,0,1,1,0,0,0,1
58,2,1,0,1,1,0,0,1
27,2,1,1,0,0,0,0,0
35,2,1,1,1,1,0,0,1
41,2,1,0,1,1,0,0,0
36,2,0,0,1,1,0,0,1
51,2,1,0,1,1,0,0,0
52,2,0,1,1,1,0,0,0
38,2,0,0,1,1,0,0,2
34,2,1,0,1,1,0,0,2
39,2,0,1,1,1,0,0,1
32,2,1,1,1,0,0,1,2
36,2,1,1,1,0,0,0,1
33,2,1,0,1,0,0,1,1
38,2,1,1,1,1,0,0,2
42,2,1,0,1,1,0,0,0
64,2,1,1,1,1,0,0,0
43,2,1,1,1,1,0,0,0
52,2,1,0,1,0,0,0,2
65,2,1,1,1,1,0,0,0
26,2,0,0,0,0,0,1,1
47,2,0,0,1,1,0,0,2
37,2,1,1,1,0,0,1,2
37,2,0,0,1,0,0,1,2
